interpro_id,keywords
IPR030240,"cassette,sub,member,atp binding,binding cassette,cassette sub,sub family,family c,c member,member 4,six,helical,six transmembrane,transmembrane helical,helical domain,domain 1,atp binding,atpase,coupled,atpase coupled,coupled transmembrane,transmembrane transporter,transporter activity,transmembrane transport,transmembrane transporter,transporter activity,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,transmembrane transport,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,atpase,coupled,atpase coupled,coupled transmembrane,transmembrane transporter,transporter activity,heterocyclic,heterocyclic compound,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,active,active transmembrane,transmembrane transporter,transporter activity,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding,atp dependent,dependent activity,active,primary active,active transmembrane,transmembrane transporter,transporter activity,transporter activity,molecule binding,derivative binding,phosphate binding"
IPR030253,"chloride,channel,chloride intracellular,intracellular channel,channel protein,protein 2,chloride,channel,chloride channel,channel activity,negative,ryanodine,sensitive,calcium,release,channel,negative regulation,of ryanodine,ryanodine sensitive,sensitive calcium,calcium release,release channel,channel activity,chloride,chloride transmembrane,transmembrane transport,monoatomic,homeostasis,intracellular monoatomic,monoatomic ion,ion homeostasis,calcium,calcium ion,ion transport,salt,salt transmembrane,transmembrane transporter,transporter activity,negative,function,negative regulation,of molecular,monoatomic,monoatomic anion,anion transmembrane,transmembrane transport,ryanodine,sensitive,calcium,release,channel,of ryanodine,ryanodine sensitive,sensitive calcium,calcium release,release channel,channel activity,monoatomic,homeostasis,monoatomic ion,ion homeostasis,negative,monoatomic,negative regulation,of monoatomic,monoatomic ion,ion transport,inorganic,homeostasis,inorganic ion,ion homeostasis,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,inorganic,inorganic anion,anion transmembrane,transmembrane transport,channel,of cation,cation channel,channel activity,ion transport,inorganic,inorganic anion,anion transmembrane,transmembrane transporter,transporter activity,negative,negative regulation,of transporter,transporter activity,of transporter,transporter activity,positive,positive regulation,substance transport,monoatomic,of monoatomic,monoatomic ion,ion transmembrane,transmembrane transport,negative,ryanodine,sensitive,calcium,release,channel,negative regulation,of ryanodine,ryanodine sensitive,sensitive calcium,calcium release,release channel,channel activity,monoatomic,monoatomic cation,cation transport,positive,positive regulation,of transmembrane,transmembrane transporter,transporter activity,homeostatic,homeostatic process,negative,calcium,negative regulation,of calcium,calcium ion,ion transmembrane,transmembrane transport,monoatomic,of monoatomic,monoatomic cation,cation transmembrane,transmembrane transport,chloride,chloride transport,negative,negative regulation,positive,sequestering,calcium,positive regulation,of sequestering,sequestering of,of calcium,calcium ion,monoatomic,channel,monoatomic anion,anion channel,channel activity,monoatomic,monoatomic anion,anion transport,inorganic,inorganic ion,ion transmembrane,transmembrane transport,negative,negative regulation,of ion,ion transmembrane,transmembrane transporter,transporter activity,maintenance,location,maintenance of,of location,negative,calcium,negative regulation,of calcium,calcium ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic ion,ion transport,negative,sequestering,calcium,negative regulation,of sequestering,sequestering of,of calcium,calcium ion,negative,channel,negative regulation,of cation,cation channel,channel activity,monoatomic,monoatomic cation,cation transmembrane,transmembrane transport,passive,passive transmembrane,transmembrane transporter,transporter activity,calcium,of calcium,calcium ion,ion transmembrane,transmembrane transport,transmembrane transporter,transporter activity,transmembrane transport,release,sequestered,calcium,into,cytosol,of release,release of,of sequestered,sequestered calcium,calcium ion,ion into,into cytosol,calcium,homeostasis,intracellular calcium,calcium ion,ion homeostasis,inorganic,inorganic cation,cation transmembrane,transmembrane transport,maintenance,location,maintenance of,of location,location in,in cell,sequestering,calcium,sequestering of,of calcium,calcium ion,negative,negative regulation,of cation,cation transmembrane,transmembrane transport,release,sequestered,calcium,into,cytosol,release of,of sequestered,sequestered calcium,calcium ion,ion into,into cytosol,inorganic,inorganic anion,anion transport,monoatomic,homeostasis,monoatomic cation,cation homeostasis,chloride,chloride transmembrane,transmembrane transport,cellular localization,calcium,homeostasis,calcium ion,ion homeostasis,of metal,ion transport,sequestering,calcium,of sequestering,sequestering of,of calcium,calcium ion,calcium,of calcium,calcium ion,ion transport,calcium,calcium ion,ion transmembrane,transmembrane transport,monoatomic,of monoatomic,monoatomic ion,ion transport,homeostasis,cellular homeostasis,chloride,channel,chloride channel,channel activity,negative,monoatomic,negative regulation,of monoatomic,monoatomic ion,ion transmembrane,transmembrane transport,calcium,import,into,cytosol,calcium ion,ion transmembrane,transmembrane import,import into,into cytosol,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,of monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,function,of molecular,monoatomic,channel,monoatomic ion,ion channel,channel activity,negative,release,sequestered,calcium,into,cytosol,negative regulation,of release,release of,of sequestered,sequestered calcium,calcium ion,ion into,into cytosol,negative,calcium,negative regulation,of calcium,calcium ion,ion transport,negative,negative regulation,of transport,channel,channel activity,of transport,monoatomic,monoatomic ion,ion transmembrane,transmembrane transport,negative,negative regulation,of transmembrane,transmembrane transport,chemical,homeostasis,intracellular chemical,chemical homeostasis,transporter activity,chemical,homeostasis,chemical homeostasis,chloride,chloride transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic anion,anion transmembrane,transmembrane transporter,transporter activity,monoatomic,homeostasis,intracellular monoatomic,monoatomic cation,cation homeostasis,calcium,of calcium,calcium ion,ion transmembrane,transmembrane transporter,transporter activity,negative,negative regulation,of transmembrane,transmembrane transport"
IPR030254,"cassette,subfamily,member,atp binding,binding cassette,cassette subfamily,subfamily b,b member,member 9,six,helical,six transmembrane,transmembrane helical,helical domain,atp binding,abc,peptide,abc type,type peptide,peptide transporter,transporter activity,peptide,peptide transport,lysosomal,lysosomal membrane,transmembrane transporter,transporter activity,nucleotide binding,lysosomal,lysosomal membrane,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,atpase,coupled,atpase coupled,coupled transmembrane,transmembrane transporter,transporter activity,amide,amide transmembrane,transmembrane transporter,transporter activity,purine,purine nucleotide,nucleotide binding,vacuolar,vacuolar membrane,ribonucleotide,ribonucleotide binding,peptide,peptide transmembrane,transmembrane transporter,transporter activity,anion binding,lysosome,peptide,peptide transport,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,lytic,vacuole,lytic vacuole,vacuole membrane,organelle membrane,cytoplasm,lytic,vacuole,lytic vacuole,phosphate binding,substance transport,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,heterocyclic,heterocyclic compound,active,active transmembrane,transmembrane transporter,transporter activity,atp dependent,dependent activity,atp binding,active,primary active,active transmembrane,transmembrane transporter,transporter activity,amide,amide transport,bounding,bounding membrane,membrane of,of organelle,abc,peptide,abc type,type peptide,peptide transporter,transporter activity,transporter activity,vacuole,molecule binding,derivative binding,abc,abc type,type transporter,transporter activity,compound transport"
IPR030259,"chloride,channel,chloride intracellular,intracellular channel,channel protein,protein 1"
IPR030268,"nesprin,nesprin 4,nuclear,envelope,nuclear envelope,meiotic,nuclear,microtubule,tethering,meiotic nuclear,nuclear membrane,membrane microtubule,microtubule tethering,tethering complex,endomembrane,endomembrane system,envelope,nuclear,nuclear protein,membrane protein,protein complex,microtubule,organizing,center,attachment,site,microtubule organizing,organizing center,center attachment,attachment site,envelope,organelle envelope,nuclear,envelope,nuclear envelope,nucleus,nuclear,nuclear membrane,membrane protein,protein complex,meiotic,nuclear,microtubule,tethering,meiotic nuclear,nuclear membrane,membrane microtubule,microtubule tethering,tethering complex,nuclear,microtubule,tethering,nuclear membrane,membrane microtubule,microtubule tethering,tethering complex"
IPR030300,"signal,recognition,particle,43kda,signal recognition,recognition particle,particle 43kda,43kda protein,chromodomain,chromodomain 3"
IPR030312,"interleukin,kinase,interleukin 1,1 receptor,receptor associated,associated kinase,kinase 1,1 binding,binding protein,protein 1,immune,immune response,canonical,nf,kappab,signal,transduction,canonical nf,nf kappab,kappab signal,signal transduction,signal,transduction,intracellular signal,signal transduction,canonical,nf,kappab,signal,transduction,canonical nf,nf kappab,kappab signal,signal transduction,communication,cell communication,signal,transduction,signal transduction,immune,immune system,system process,immune,immune response"
IPR030373,"polyamine,biosynthesis,polyamine biosynthesis,biosynthesis domain,conserved,site,conserved site"
IPR030374,"polyamine,biosynthesis,polyamine biosynthesis,biosynthesis domain"
IPR030378,"circularly,permuted,cp,guanine,circularly permuted,permuted cp,cp type,type guanine,guanine nucleotide,nucleotide binding,binding g,g domain,gtp,gtp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,gtp,gtp binding,heterocyclic,heterocyclic compound,molecule binding,purine,purine nucleotide,nucleotide binding,derivative binding,ribonucleotide,ribonucleotide binding,anion binding,phosphate binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,guanyl,ribonucleotide,guanyl ribonucleotide,ribonucleotide binding,guanyl,guanyl nucleotide,nucleotide binding"
IPR030379,"septin,guanine,septin type,type guanine,guanine nucleotide,nucleotide binding,binding g,g domain,gtp,gtp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,gtp,gtp binding,heterocyclic,heterocyclic compound,molecule binding,purine,purine nucleotide,nucleotide binding,derivative binding,ribonucleotide,ribonucleotide binding,anion binding,phosphate binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,guanyl,ribonucleotide,guanyl ribonucleotide,ribonucleotide binding,guanyl,guanyl nucleotide,nucleotide binding"
